Match_ID,Win_Club,Home_Goal,Away_Goal,Home_Goal_H1,Away_Goal_H1,Home_Goal_H2,Away_Goal_H2,Home_Shot,Away_Shot,Home_Shot_on_Target,Away_Shot_on_Target,Home_Fouls,Away_Fouls,Home_Corners,Away_Corners,Home_Yellow,Away_Yellow,Home_Red,Away_Red
141,Home,3,1,2,0,1,1,15,19,7,3,13,10,7,9,2,1,0,0
142,Home,2,0,1,0,1,0,11,7,6,2,5,12,7,3,2,2,0,0
143,Away,0,1,0,0,0,1,10,7,2,3,11,10,6,3,2,4,0,0
144,Home,1,0,1,0,0,0,11,14,4,6,8,14,4,12,0,3,0,0
145,Draw,2,2,0,1,2,1,11,13,4,4,6,8,5,4,0,0,0,0
146,Draw,1,1,1,0,0,1,17,5,2,3,8,5,8,3,0,1,0,0
147,Draw,1,1,0,1,1,0,11,6,6,3,20,13,9,2,4,1,0,0
148,Draw,1,1,0,0,1,1,4,17,1,3,10,7,2,5,0,1,0,0
149,Draw,1,1,1,0,0,1,16,10,5,2,16,3,11,4,3,1,0,0
150,Away,0,1,0,0,0,1,13,11,2,3,11,4,5,4,2,0,0,0
151,Home,1,0,1,0,0,0,5,7,3,3,13,17,3,5,1,2,0,0
152,Draw,0,0,0,0,0,0,8,8,3,3,16,15,4,3,3,1,0,0
153,Away,0,5,0,4,0,1,4,14,1,6,7,10,3,10,0,1,0,0
154,Home,1,0,0,0,1,0,11,9,3,5,11,7,2,2,1,1,0,0
155,Draw,0,0,0,0,0,0,8,11,2,4,9,13,5,12,2,3,0,0
